id,name,now_cost,position,team,ict_index_rank_type,creativity_rank,penalties_order,clean_sheets,transfers_out,minutes,value_form,expected_goal_involvements_per_90,corners_and_indirect_freekicks_order,transfers_in_event,assists,expected_assists_per_90,form,selected_by_percent,direct_freekicks_order,goals_scored,starts,event_points,points_per_game_rank,starts_per_90,expected_goals,news_added,ep_this,value_season,points_per_game,red_cards,transfers_in,transfers_out_event,goals_conceded_per_90,clean_sheets_per_90,in_dreamteam,selected_rank_type,chance_of_playing_this_round,news,saves_per_90,expected_goals_per_90,form_rank,form_rank_type,ep_next,now_cost_rank,points_per_game_rank_type,dreamteam_count,expected_goal_involvements,selected_rank,web_name,chance_of_playing_next_round,threat_rank_type,goals_conceded,saves,now_cost_rank_type,threat_rank,influence_rank,bps,status,expected_assists,expected_goals_conceded,total_points,ict_index_rank,influence_rank_type,creativity_rank_type,expected_goals_conceded_per_90
193,Armando Broja,50,FWD,Chelsea,37,469,,0,141,0,0.0,0.0,,19,0,0.0,0.0,0.1,,0,0,0,480,0.0,0.00,2023-08-03T10:30:04.596081Z,0.0,0.0,0.0,0,19,141,0.0,0.0,False,66,0.0,Knee injury - Unknown return date,0.0,0.0,480,40,0.0,277,40,0,0.00,477,Broja,0.0,37,0,0,57,469,469,0,i,0.00,0.00,0,469,37,37,0.0
194,Trevoh Chalobah,45,DEF,Chelsea,114,187,,0,781,0,0.0,0.0,,9,0,0.0,0.0,0.2,,0,0,0,216,0.0,0.00,2023-08-11T16:00:07.662192Z,0.0,0.0,0.0,0,9,781,0.0,0.0,False,117,0.0,Knock - Unknown return date,0.0,0.0,216,123,0.0,383,123,0,0.00,310,Chalobah,0.0,114,0,0,85,187,187,0,i,0.00,0.00,0,187,114,114,0.0
195,Ben Chilwell,55,DEF,Chelsea,208,524,,0,624,0,0.0,0.0,1.0,3374,0,0.0,0.0,13.3,,0,0,0,531,0.0,0.00,,2.1,0.0,0.0,0,3374,624,0.0,0.0,False,12,,,0.0,0.0,531,208,2.6,108,208,0,0.00,33,Chilwell,,208,0,0,9,524,524,0,a,0.00,0.00,0,524,208,208,0.0
196,Carney Chukwuemeka,45,MID,Chelsea,50,301,,0,536,0,0.0,0.0,,614,0,0.0,0.0,3.1,,0,0,0,324,0.0,0.00,,0.5,0.0,0.0,0,614,536,0.0,0.0,False,36,,,0.0,0.0,324,63,1.0,497,63,0,0.00,100,Chukwuemeka,,50,0,0,247,301,301,0,a,0.00,0.00,0,301,50,50,0.0
197,Levi Colwill,45,DEF,Chelsea,171,288,,0,266,0,0.0,0.0,,438,0,0.0,0.0,3.1,,0,0,0,312,0.0,0.00,,1.5,0.0,0.0,0,438,266,0.0,0.0,False,34,,,0.0,0.0,312,177,2.0,484,177,0,0.00,102,Colwill,,171,0,0,142,288,288,0,a,0.00,0.00,0,288,171,171,0.0
198,Marc Cucurella Saseta,50,DEF,Chelsea,192,409,,0,152,0,0.0,0.0,,172,0,0.0,0.0,0.6,,0,0,0,425,0.0,0.00,,1.8,0.0,0.0,0,172,152,0.0,0.0,False,74,,,0.0,0.0,425,194,2.3,217,194,0,0.00,212,Cucurella,,192,0,0,23,409,409,0,a,0.00,0.00,0,409,192,192,0.0
199,Enzo Fernández,50,MID,Chelsea,165,474,,0,890,0,0.0,0.0,,1292,0,0.0,0.0,3.7,4.0,0,0,0,485,0.0,0.00,,1.1,0.0,0.0,0,1292,890,0.0,0.0,False,31,,,0.0,0.0,485,171,1.6,282,171,0,0.00,89,Enzo,,165,0,0,181,474,474,0,a,0.00,0.00,0,474,165,165,0.0
200,David Datro Fofana,50,FWD,Chelsea,40,490,,0,21,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,498,0.0,0.00,2023-07-11T09:30:03.546600Z,0.0,0.0,0.0,0,0,21,0.0,0.0,False,82,0.0,Joined Union Berlin on a season-long loan - Expected back 01 Jul,0.0,0.0,498,43,0.0,298,43,0,0.00,631,D.D.Fofana,0.0,40,0,0,60,490,490,0,u,0.00,0.00,0,490,40,40,0.0
201,Wesley Fofana,45,DEF,Chelsea,169,283,,0,103,0,0.0,0.0,,2,0,0.0,0.0,0.1,,0,0,0,307,0.0,0.00,2023-07-18T23:30:03.865981Z,0.0,0.0,0.0,0,2,103,0.0,0.0,False,189,0.0,Knee injury - Unknown return date,0.0,0.0,307,175,0.0,479,175,0,0.00,513,W.Fofana,0.0,169,0,0,140,283,283,0,i,0.00,0.00,0,283,169,169,0.0
202,Conor Gallagher,55,MID,Chelsea,214,545,,0,157,0,0.0,0.0,5.0,97,0,0.0,0.0,0.4,,0,0,0,550,0.0,0.00,,1.6,0.0,0.0,0,97,157,0.0,0.0,False,74,,,0.0,0.0,550,216,2.1,129,216,0,0.00,241,Gallagher,,214,0,0,82,545,545,0,a,0.00,0.00,0,545,214,214,0.0
203,Malo Gusto,40,DEF,Chelsea,57,97,,0,160,0,0.0,0.0,,175,0,0.0,0.0,1.2,,0,0,0,127,0.0,0.00,,0.5,0.0,0.0,0,175,160,0.0,0.0,False,52,,,0.0,0.0,127,67,1.0,633,67,0,0.00,152,Gusto,,57,0,0,208,97,97,0,a,0.00,0.00,0,97,57,57,0.0
204,Lewis Hall,45,DEF,Chelsea,176,311,,0,47,0,0.0,0.0,,26,0,0.0,0.0,0.2,,0,0,0,334,0.0,0.00,,1.5,0.0,0.0,0,26,47,0.0,0.0,False,120,,,0.0,0.0,334,181,2.0,507,181,0,0.00,321,Hall,,176,0,0,147,311,311,0,a,0.00,0.00,0,311,176,176,0.0
205,Callum Hudson-Odoi,50,MID,Chelsea,141,431,,0,17,0,0.0,0.0,,9,0,0.0,0.0,0.1,,0,0,0,445,0.0,0.00,,1.1,0.0,0.0,0,9,17,0.0,0.0,False,182,,,0.0,0.0,445,148,1.6,239,148,0,0.00,506,Hudson-Odoi,,141,0,0,157,431,431,0,a,0.00,0.00,0,431,141,141,0.0
206,Reece James,55,DEF,Chelsea,210,543,2.0,0,1042,0,0.0,0.0,2.0,7603,0,0.0,0.0,16.8,2.0,0,0,0,548,0.0,0.00,,2.1,0.0,0.0,0,7603,1042,0.0,0.0,False,9,,,0.0,0.0,548,210,2.6,127,210,0,0.00,24,James,,210,0,0,11,543,543,0,a,0.00,0.00,0,543,210,210,0.0
207,Romelu Lukaku Bolingoli,70,FWD,Chelsea,69,606,,0,551,0,0.0,0.0,,447,0,0.0,0.0,0.7,,0,0,0,608,0.0,0.00,,1.8,0.0,0.0,0,447,551,0.0,0.0,False,38,,,0.0,0.0,608,70,2.3,28,70,0,0.00,199,Lukaku,,69,0,0,12,606,606,0,a,0.00,0.00,0,606,69,69,0.0
208,Noni Madueke,55,MID,Chelsea,218,549,,0,145,0,0.0,0.0,,17,0,0.0,0.0,0.1,,0,0,0,554,0.0,0.00,2023-08-03T10:30:04.622782Z,1.2,0.0,0.0,0,17,145,0.0,0.0,False,148,75.0,Hamstring injury - 75% chance of playing,0.0,0.0,554,220,1.5,133,220,0,0.00,436,Madueke,75.0,218,0,0,86,549,549,0,d,0.00,0.00,0,549,218,218,0.0
210,Mykhailo Mudryk,65,MID,Chelsea,250,605,,0,498,0,0.0,0.0,,682,0,0.0,0.0,3.0,,0,0,0,607,0.0,0.00,,1.8,0.0,0.0,0,682,498,0.0,0.0,False,37,,,0.0,0.0,607,251,2.3,56,251,0,0.00,103,Mudryk,,250,0,0,34,605,605,0,a,0.00,0.00,0,605,250,250,0.0
211,Nicolas Jackson,70,FWD,Chelsea,71,617,,0,1399,0,0.0,0.0,,4959,0,0.0,0.0,15.7,,0,0,0,619,0.0,0.00,,1.8,0.0,0.0,0,4959,1399,0.0,0.0,False,5,,,0.0,0.0,619,72,2.3,39,72,0,0.00,26,N.Jackson,,71,0,0,14,617,617,0,a,0.00,0.00,0,617,71,71,0.0
212,Christopher Nkunku,75,FWD,Chelsea,73,623,,0,7397,0,0.0,0.0,,174,0,0.0,0.0,1.8,,0,0,0,624,0.0,0.00,2023-08-03T09:30:04.720287Z,0.0,0.0,0.0,0,174,7397,0.0,0.0,False,25,0.0,Knee injury - Unknown return date,0.0,0.0,624,74,0.0,22,74,0,0.00,131,Nkunku,0.0,73,0,0,8,623,623,0,i,0.00,0.00,0,623,73,73,0.0
213,Christian Pulisic,55,MID,Chelsea,198,525,,0,24,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,532,0.0,0.00,2023-07-14T08:03:53.480692Z,0.0,0.0,0.0,0,0,24,0.0,0.0,False,263,0.0,Permanent transfer to AC Milan,0.0,0.0,532,202,0.0,109,202,0,0.00,628,Pulisic,0.0,198,0,0,66,525,525,0,u,0.00,0.00,0,525,198,198,0.0
214,Malang Sarr,45,DEF,Chelsea,129,206,,0,19,0,0.0,0.0,,13,0,0.0,0.0,0.1,,0,0,0,234,0.0,0.00,,1.5,0.0,0.0,0,13,19,0.0,0.0,False,164,,,0.0,0.0,234,137,2.0,402,137,0,0.00,433,M.Sarr,,129,0,0,100,206,206,0,a,0.00,0.00,0,206,129,129,0.0
215,Gabriel Słonina,40,GKP,Chelsea,40,92,,0,154,0,0.0,0.0,,0,0,0.0,0.0,0.1,,0,0,0,122,0.0,0.00,2023-08-11T10:44:59.272960Z,0.0,0.0,0.0,0,0,154,0.0,0.0,False,63,0.0,Season long loan to KAS Eupen,0.0,0.0,122,42,0.0,628,42,0,0.00,463,Slonina,0.0,40,0,0,69,92,92,0,u,0.00,0.00,0,92,40,40,0.0
216,Raheem Sterling,70,MID,Chelsea,251,607,,0,435,0,0.0,0.0,,340,0,0.0,0.0,1.8,,0,0,0,609,0.0,0.00,,2.0,0.0,0.0,0,340,435,0.0,0.0,False,44,,,0.0,0.0,609,252,2.5,29,252,0,0.00,132,Sterling,,251,0,0,16,607,607,0,a,0.00,0.00,0,607,251,251,0.0
217,Thiago Emiliano da Silva,50,DEF,Chelsea,182,349,,0,467,0,0.0,0.0,,581,0,0.0,0.0,2.1,,0,0,0,372,0.0,0.00,,1.8,0.0,0.0,0,581,467,0.0,0.0,False,41,,,0.0,0.0,372,187,2.3,157,187,0,0.00,121,T.Silva,,182,0,0,13,349,349,0,a,0.00,0.00,0,349,182,182,0.0
218,Hakim Ziyech,55,MID,Chelsea,189,512,4.0,0,120,0,0.0,0.0,3.0,69,0,0.0,0.0,0.2,,0,0,0,519,0.0,0.00,,1.6,0.0,0.0,0,69,120,0.0,0.0,False,101,,,0.0,0.0,519,193,2.1,96,193,0,0.00,332,Ziyech,,189,0,0,57,512,512,0,a,0.00,0.00,0,512,189,189,0.0
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,176,489,,0,65,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,497,0.0,0.00,2023-08-10T13:51:38.491138Z,0.0,0.0,0.0,0,0,65,0.0,0.0,False,247,0.0,Season long loan to Strasbourg until the end of the season,0.0,0.0,497,180,0.0,297,180,0,0.00,608,Ângelo,0.0,176,0,0,192,489,489,0,u,0.00,0.00,0,489,176,176,0.0
609,Ian Maatsen,55,MID,Chelsea,222,555,,0,57,0,0.0,0.0,,18,0,0.0,0.0,0.1,,0,0,0,560,0.0,0.00,,1.6,0.0,0.0,0,18,57,0.0,0.0,False,138,,,0.0,0.0,560,224,2.1,139,224,0,0.00,416,Maatsen,,222,0,0,90,555,555,0,a,0.00,0.00,0,555,222,222,0.0
611,Axel Disasi,50,DEF,Chelsea,198,438,,0,81,0,0.0,0.0,,110,0,0.0,0.0,0.3,,0,0,0,451,0.0,0.00,,1.8,0.0,0.0,0,110,81,0.0,0.0,False,111,,,0.0,0.0,451,199,2.3,246,199,0,0.00,298,Disasi,,198,0,0,29,438,438,0,a,0.00,0.00,0,438,198,198,0.0
613,Lesley Ugochukwu,45,MID,Chelsea,65,324,,0,67,0,0.0,0.0,,110,0,0.0,0.0,0.1,,0,0,0,347,0.0,0.00,,0.5,0.0,0.0,0,110,67,0.0,0.0,False,132,,,0.0,0.0,347,78,1.0,520,78,0,0.00,407,Ugochukwu,,65,0,0,262,324,324,0,a,0.00,0.00,0,324,65,65,0.0
623,Mason Burstow,45,FWD,Chelsea,20,333,,0,45,0,0.0,0.0,,139,0,0.0,0.0,0.1,,0,0,0,356,0.0,0.00,,0.5,0.0,0.0,0,139,45,0.0,0.0,False,61,,,0.0,0.0,356,24,1.0,529,24,0,0.00,409,Burstow,,20,0,0,81,333,333,0,a,0.00,0.00,0,333,20,20,0.0
219,Naouirou Ahamada,45,MID,Crystal Palace,46,293,,0,35,0,0.0,0.0,,51,0,0.0,0.0,0.3,,0,0,0,317,0.0,0.00,,1.5,0.0,0.0,0,51,35,0.0,0.0,False,83,,,0.0,0.0,317,59,0.5,489,59,0,0.00,274,Ahamada,,46,0,0,243,293,293,0,a,0.00,0.00,0,293,46,46,0.0
220,Joachim Andersen,45,DEF,Crystal Palace,113,185,,0,94,0,0.0,0.0,,106,0,0.0,0.0,0.8,,0,0,0,214,0.0,0.00,,2.5,0.0,0.0,0,106,94,0.0,0.0,False,68,,,0.0,0.0,214,122,1.5,381,122,0,0.00,194,Andersen,,113,0,0,84,185,185,0,a,0.00,0.00,0,185,113,113,0.0
221,Jordan Ayew,55,MID,Crystal Palace,184,500,,0,73,0,0.0,0.0,,43,0,0.0,0.0,0.3,,0,0,0,508,0.0,0.00,,2.6,0.0,0.0,0,43,73,0.0,0.0,False,85,,,0.0,0.0,508,188,1.6,84,188,0,0.00,278,J.Ayew,,184,0,0,52,500,500,0,a,0.00,0.00,0,500,184,184,0.0
222,Nathaniel Clyne,45,DEF,Crystal Palace,74,124,,0,28,0,0.0,0.0,,18,0,0.0,0.0,0.1,,0,0,0,153,0.0,0.00,,2.5,0.0,0.0,0,18,28,0.0,0.0,False,153,,,0.0,0.0,153,83,1.5,320,83,0,0.00,400,Clyne,,74,0,0,45,124,124,0,a,0.00,0.00,0,124,74,74,0.0
223,Cheick Doucouré,50,MID,Crystal Palace,161,467,,0,56,0,0.0,0.0,,3,0,0.0,0.0,0.0,,0,0,0,478,0.0,0.00,2023-08-06T23:30:05.645648Z,1.6,0.0,0.0,0,3,56,0.0,0.0,False,194,75.0,Muscle injury - 75% chance of playing,0.0,0.0,478,167,0.8,275,167,0,0.00,525,C.Doucouré,75.0,161,0,0,177,467,467,0,d,0.00,0.00,0,467,161,161,0.0
224,Malcolm Ebiowei,45,MID,Crystal Palace,40,285,,0,15,0,0.0,0.0,,27,0,0.0,0.0,0.1,,0,0,0,309,0.0,0.00,,1.5,0.0,0.0,0,27,15,0.0,0.0,False,167,,,0.0,0.0,309,53,0.5,481,53,0,0.00,479,Ebiowei,,40,0,0,237,285,285,0,a,0.00,0.00,0,285,40,40,0.0
225,Odsonne Edouard,55,FWD,Crystal Palace,47,530,3.0,0,348,0,0.0,0.0,,396,0,0.0,0.0,2.1,,0,0,0,536,0.0,0.00,,2.3,0.0,0.0,0,396,348,0.0,0.0,False,23,,,0.0,0.0,536,50,1.3,114,50,0,0.00,124,Edouard,,47,0,0,32,530,530,0,a,0.00,0.00,0,530,47,47,0.0
226,Eberechi Eze,65,MID,Crystal Palace,246,600,2.0,0,2323,0,0.0,0.0,2.0,1406,0,0.0,0.0,17.7,1.0,0,0,0,603,0.0,0.00,,2.8,0.0,0.0,0,1406,2323,0.0,0.0,False,7,,,0.0,0.0,603,247,1.8,51,247,0,0.00,21,Eze,,246,0,0,30,600,600,0,a,0.00,0.00,0,600,246,246,0.0
227,Vicente Guaita,45,GKP,Crystal Palace,46,113,,0,109,0,0.0,0.0,,54,0,0.0,0.0,1.0,,0,0,0,142,0.0,0.00,,2.8,0.0,0.0,0,54,109,0.0,0.0,False,23,,,0.0,0.0,142,48,1.8,309,48,0,0.00,172,Guaita,,46,0,0,13,113,113,0,a,0.00,0.00,0,113,46,46,0.0
228,Marc Guéhi,45,DEF,Crystal Palace,132,209,,0,264,0,0.0,0.0,,145,0,0.0,0.0,1.8,,0,0,0,237,0.0,0.00,,2.5,0.0,0.0,0,145,264,0.0,0.0,False,46,,,0.0,0.0,237,140,1.5,405,140,0,0.00,130,Guéhi,,132,0,0,103,209,209,0,a,0.00,0.00,0,209,132,132,0.0
229,Will Hughes,50,MID,Crystal Palace,102,376,,0,5,0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,,0,0,0,396,0.0,0.00,2023-08-06T23:30:05.660088Z,0.0,0.0,0.0,0,0,5,0.0,0.0,False,264,0.0,Knock - Unknown return date,0.0,0.0,396,113,0.0,184,113,0,0.00,629,Hughes,0.0,102,0,0,118,376,376,0,i,0.00,0.00,0,376,102,102,0.0
230,Sam Johnstone,45,GKP,Crystal Palace,53,144,,0,104,0,0.0,0.0,,81,0,0.0,0.0,2.1,,0,0,0,173,0.0,0.00,,2.8,0.0,0.0,0,81,104,0.0,0.0,False,16,,,0.0,0.0,173,55,1.8,340,55,0,0.00,123,Johnstone,,53,0,0,20,144,144,0,a,0.00,0.00,0,144,53,53,0.0
231,Jefferson Lerma Solís,50,MID,Crystal Palace,111,392,,0,70,0,0.0,0.0,,7,0,0.0,0.0,0.4,,0,0,0,410,0.0,0.00,,2.1,0.0,0.0,0,7,70,0.0,0.0,False,75,,,0.0,0.0,410,122,1.1,200,122,0,0.00,243,Lerma,,111,0,0,127,392,392,0,a,0.00,0.00,0,392,111,111,0.0
232,Jean-Philippe Mateta,50,FWD,Crystal Palace,32,452,,0,109,0,0.0,0.0,,146,0,0.0,0.0,0.4,,0,0,0,465,0.0,0.00,,1.9,0.0,0.0,0,146,109,0.0,0.0,False,44,,,0.0,0.0,465,36,0.9,260,36,0,0.00,239,Mateta,,32,0,0,52,452,452,0,a,0.00,0.00,0,452,32,32,0.0
233,Remi Matthews,40,GKP,Crystal Palace,25,41,,0,12,0,0.0,0.0,,31,0,0.0,0.0,0.1,,0,0,0,72,0.0,0.00,,1.5,0.0,0.0,0,31,12,0.0,0.0,False,59,,,0.0,0.0,72,27,0.5,577,27,0,0.00,401,Matthews,,25,0,0,54,41,41,0,a,0.00,0.00,0,41,25,25,0.0
234,Tyrick Mitchell,45,DEF,Crystal Palace,162,260,,0,22,0,0.0,0.0,,17,0,0.0,0.0,0.2,,0,0,0,287,0.0,0.00,2023-08-06T23:30:05.674779Z,2.5,0.0,0.0,0,17,22,0.0,0.0,False,114,100.0,,0.0,0.0,287,169,1.5,456,169,0,0.00,304,Mitchell,100.0,162,0,0,133,260,260,0,a,0.00,0.00,0,260,162,162,0.0
235,Jake O'Brien,40,DEF,Crystal Palace,60,103,,0,28,0,0.0,0.0,,21,0,0.0,0.0,0.2,,0,0,0,132,0.0,0.00,,1.5,0.0,0.0,0,21,28,0.0,0.0,False,144,,,0.0,0.0,132,69,0.5,639,69,0,0.00,376,O'Brien,,60,0,0,211,103,103,0,a,0.00,0.00,0,103,60,60,0.0
236,Michael Olise,60,MID,Crystal Palace,240,587,,0,266,0,0.0,0.0,1.0,22,0,0.0,0.0,0.2,2.0,0,0,0,591,0.0,0.00,2023-07-05T16:30:03.780925Z,0.0,0.0,0.0,0,22,266,0.0,0.0,False,121,0.0,Hamstring injury - Unknown return date,0.0,0.0,591,242,0.0,79,242,0,0.00,381,Olise,0.0,240,0,0,49,587,587,0,i,0.00,0.00,0,587,240,240,0.0
237,Luke Plange,45,FWD,Crystal Palace,15,286,,0,41,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,310,0.0,0.00,2023-08-02T07:30:53.481421Z,0.0,0.0,0.0,0,0,41,0.0,0.0,False,78,0.0,"Half season loan to Carlisle United, expected back in January",0.0,0.0,310,19,0.0,482,19,0,0.00,559,Plange,0.0,15,0,0,76,286,286,0,u,0.00,0.00,0,286,15,15,0.0
238,Chris Richards,40,DEF,Crystal Palace,37,75,,0,56,0,0.0,0.0,,30,0,0.0,0.0,0.5,,0,0,0,105,0.0,0.00,,1.5,0.0,0.0,0,30,56,0.0,0.0,False,79,,,0.0,0.0,105,47,0.5,611,47,0,0.00,225,C.Richards,,37,0,0,188,75,75,0,a,0.00,0.00,0,75,37,37,0.0
239,Jairo Riedewald,45,MID,Crystal Palace,13,183,,0,18,0,0.0,0.0,,24,0,0.0,0.0,0.1,,0,0,0,212,0.0,0.00,,1.5,0.0,0.0,0,24,18,0.0,0.0,False,169,,,0.0,0.0,212,27,0.5,379,27,0,0.00,485,Riedewald,,13,0,0,210,183,183,0,a,0.00,0.00,0,183,13,13,0.0
240,Jeffrey Schlupp,50,MID,Crystal Palace,93,364,,0,36,0,0.0,0.0,,9,0,0.0,0.0,0.2,,0,0,0,385,0.0,0.00,,2.1,0.0,0.0,0,9,36,0.0,0.0,False,109,,,0.0,0.0,385,105,1.1,172,105,0,0.00,352,Schlupp,,93,0,0,109,364,364,0,a,0.00,0.00,0,364,93,93,0.0
241,James Tomkins,40,DEF,Crystal Palace,2,8,,0,108,0,0.0,0.0,,141,0,0.0,0.0,0.9,,0,0,0,39,0.0,0.00,,1.5,0.0,0.0,0,141,108,0.0,0.0,False,62,,,0.0,0.0,39,13,0.5,544,13,0,0.00,180,Tomkins,,2,0,0,153,8,8,0,a,0.00,0.00,0,8,2,2,0.0
242,Joel Ward,45,DEF,Crystal Palace,72,121,,0,30,0,0.0,0.0,,12,0,0.0,0.0,0.2,,0,0,0,150,0.0,0.00,,2.5,0.0,0.0,0,12,30,0.0,0.0,False,131,,,0.0,0.0,150,81,1.5,317,81,0,0.00,346,Ward,,72,0,0,43,121,121,0,a,0.00,0.00,0,121,72,72,0.0
243,Joe Whitworth,40,GKP,Crystal Palace,41,99,,0,122,0,0.0,0.0,,371,0,0.0,0.0,1.3,,0,0,0,129,0.0,0.00,,1.5,0.0,0.0,0,371,122,0.0,0.0,False,19,,,0.0,0.0,129,43,0.5,635,43,0,0.00,146,Whitworth,,41,0,0,70,99,99,0,a,0.00,0.00,0,99,41,41,0.0
615,Matheus França de Oliveira,50,MID,Crystal Palace,180,495,,0,8,0,0.0,0.0,,6,0,0.0,0.0,0.0,,0,0,0,503,0.0,0.00,2023-08-08T11:00:07.451047Z,0.0,0.0,0.0,0,6,8,0.0,0.0,False,253,0.0,Knock - Unknown return date,0.0,0.0,503,184,0.0,303,184,0,0.00,616,Matheus França,0.0,180,0,0,196,495,495,0,i,0.00,0.00,0,495,180,180,0.0
244,André Tavares Gomes,45,MID,Everton,5,160,,0,107,0,0.0,0.0,,141,0,0.0,0.0,0.3,,0,0,0,189,0.0,0.00,,1.0,0.0,0.0,0,141,107,0.0,0.0,False,82,,,0.0,0.0,189,19,1.0,356,19,0,0.00,270,André Gomes,,5,0,0,202,160,160,0,a,0.00,0.00,0,160,5,5,0.0
245,Jarrad Branthwaite,40,DEF,Everton,56,96,,0,51,0,0.0,0.0,,49,0,0.0,0.0,0.4,,0,0,0,126,0.0,0.00,,1.0,0.0,0.0,0,49,51,0.0,0.0,False,86,,,0.0,0.0,126,66,1.0,632,66,0,0.00,240,Branthwaite,,56,0,0,207,96,96,0,a,0.00,0.00,0,96,56,56,0.0
246,Dominic Calvert-Lewin,60,FWD,Everton,60,576,1.0,0,699,0,0.0,0.0,,63,0,0.0,0.0,1.0,,0,0,0,580,0.0,0.00,2023-08-10T13:00:06.178399Z,1.5,0.0,0.0,0,63,699,0.0,0.0,False,34,75.0,Lack of match fitness - 75% chance of playing,0.0,0.0,580,62,1.5,68,62,0,0.00,168,Calvert-Lewin,75.0,60,0,0,23,576,576,0,d,0.00,0.00,0,576,60,60,0.0
247,Seamus Coleman,45,DEF,Everton,75,125,,0,126,0,0.0,0.0,,2,0,0.0,0.0,0.1,,0,0,0,154,0.0,0.00,2023-08-06T23:30:05.699825Z,0.0,0.0,0.0,0,2,126,0.0,0.0,False,180,0.0,Knee injury - Unknown return date,0.0,0.0,154,84,0.0,321,84,0,0.00,472,Coleman,0.0,75,0,0,46,125,125,0,i,0.00,0.00,0,125,75,75,0.0
248,Dele Alli,50,MID,Everton,103,377,,0,92,0,0.0,0.0,,6,0,0.0,0.0,0.1,,0,0,0,397,0.0,0.00,2023-08-06T23:30:05.714102Z,0.0,0.0,0.0,0,6,92,0.0,0.0,False,189,0.0,Hip injury - Unknown return date,0.0,0.0,397,114,0.0,185,114,0,0.00,518,Dele,0.0,103,0,0,119,377,377,0,i,0.00,0.00,0,377,103,103,0.0
249,Abdoulaye Doucouré,55,MID,Everton,187,510,,0,80,0,0.0,0.0,,58,0,0.0,0.0,0.2,,0,0,0,517,0.0,0.00,,2.1,0.0,0.0,0,58,80,0.0,0.0,False,92,,,0.0,0.0,517,191,2.1,94,191,0,0.00,313,A.Doucoure,,187,0,0,55,510,510,0,a,0.00,0.00,0,510,187,187,0.0
250,James Garner,50,MID,Everton,151,453,,0,12,0,0.0,0.0,4.0,7,0,0.0,0.0,0.0,,0,0,0,466,0.0,0.00,,1.6,0.0,0.0,0,7,12,0.0,0.0,False,195,,,0.0,0.0,466,158,1.6,261,158,0,0.00,529,Garner,,151,0,0,167,453,453,0,a,0.00,0.00,0,453,151,151,0.0
251,Jean-Philippe Gbamin,45,MID,Everton,11,171,,0,10,0,0.0,0.0,,11,0,0.0,0.0,0.0,,0,0,0,200,0.0,0.00,,1.0,0.0,0.0,0,11,10,0.0,0.0,False,212,,,0.0,0.0,200,25,1.0,367,25,0,0.00,554,Gbamin,,11,0,0,208,171,171,0,a,0.00,0.00,0,171,11,11,0.0
252,Ben Godfrey,45,DEF,Everton,121,196,,0,51,0,0.0,0.0,,29,0,0.0,0.0,0.2,,0,0,0,224,0.0,0.00,,2.0,0.0,0.0,0,29,51,0.0,0.0,False,133,,,0.0,0.0,224,129,2.0,392,129,0,0.00,350,Godfrey,,121,0,0,92,196,196,0,a,0.00,0.00,0,196,121,121,0.0
253,Demarai Gray,55,MID,Everton,197,523,,0,119,0,0.0,0.0,,77,0,0.0,0.0,0.4,,0,0,0,530,0.0,0.00,,2.1,0.0,0.0,0,77,119,0.0,0.0,False,77,,,0.0,0.0,530,201,2.1,107,201,0,0.00,248,Gray,,197,0,0,65,523,523,0,a,0.00,0.00,0,523,197,197,0.0
254,Idrissa Gueye,50,MID,Everton,90,360,,0,19,0,0.0,0.0,,9,0,0.0,0.0,0.1,,0,0,0,382,0.0,0.00,,1.6,0.0,0.0,0,9,19,0.0,0.0,False,186,,,0.0,0.0,382,103,1.6,168,103,0,0.00,512,Gana,,90,0,0,106,360,360,0,a,0.00,0.00,0,360,90,90,0.0
255,Mason Holgate,40,DEF,Everton,18,44,,0,153,0,0.0,0.0,,125,0,0.0,0.0,2.0,,0,0,0,75,0.0,0.00,,1.0,0.0,0.0,0,125,153,0.0,0.0,False,44,,,0.0,0.0,75,29,1.0,580,29,0,0.00,127,Holgate,,18,0,0,169,44,44,0,a,0.00,0.00,0,44,18,18,0.0
256,Alex Iwobi,55,MID,Everton,193,516,,0,205,0,0.0,0.0,3.0,70,0,0.0,0.0,0.9,,0,0,0,523,0.0,0.00,,2.1,0.0,0.0,0,70,205,0.0,0.0,False,60,,,0.0,0.0,523,197,2.1,100,197,0,0.00,178,Iwobi,,193,0,0,61,516,516,0,a,0.00,0.00,0,516,193,193,0.0
257,Michael Keane,45,DEF,Everton,88,146,,0,48,0,0.0,0.0,,24,0,0.0,0.0,0.3,,0,0,0,175,0.0,0.00,,2.0,0.0,0.0,0,24,48,0.0,0.0,False,105,,,0.0,0.0,175,97,2.0,342,97,0,0.00,284,Keane,,88,0,0,59,146,146,0,a,0.00,0.00,0,146,88,88,0.0
258,Neal Maupay,50,FWD,Everton,23,382,,0,236,0,0.0,0.0,,401,0,0.0,0.0,1.2,,0,0,0,402,0.0,0.00,,1.4,0.0,0.0,0,401,236,0.0,0.0,False,31,,,0.0,0.0,402,27,1.4,190,27,0,0.00,150,Maupay,,23,0,0,43,382,382,0,a,0.00,0.00,0,382,23,23,0.0
